time,open,high,low,close,volume,Numberoftrades,TakerVolume
2024-07-06 04:30:00,2971.45,2971.45,2962.68,2966.11,12027.642,20312,5620.993
2024-07-06 04:45:00,2966.11,2968.58,2960.67,2961.30,9188.666,17236,4585.549
2024-07-06 05:00:00,2961.31,2969.20,2960.78,2965.24,14382.896,23331,8808.700
2024-07-06 05:15:00,2965.24,2973.00,2963.44,2971.27,7999.205,14871,4625.791
2024-07-06 05:30:00,2971.28,2977.22,2970.06,2973.73,11679.379,16651,5664.051
2024-07-06 05:45:00,2973.73,2973.74,2969.41,2970.51,6222.653,11490,2604.930
2024-07-06 06:00:00,2970.51,2979.78,2968.98,2979.37,10601.455,15032,7367.335
2024-07-06 06:15:00,2979.36,2990.30,2977.58,2986.58,26365.846,29102,14540.907
2024-07-06 06:30:00,2986.59,2997.85,2986.50,2994.87,20061.538,27983,11364.166
2024-07-06 06:45:00,2994.87,2994.99,2985.01,2990.25,19047.629,24200,6763.245
2024-07-06 07:00:00,2990.24,3009.60,2988.27,3008.58,37557.070,42699,20203.599
2024-07-06 07:15:00,3008.57,3014.82,3006.64,3008.13,28009.625,31606,13055.490
2024-07-06 07:30:00,3008.11,3013.75,3005.75,3007.20,15493.304,25264,7789.636
2024-07-06 07:45:00,3007.21,3007.76,3001.35,3002.82,14489.710,17924,7151.796
2024-07-06 08:00:00,3002.81,3005.43,2996.37,2998.67,20426.166,21920,9643.520
2024-07-06 08:15:00,2998.67,3013.67,2997.89,3011.83,19238.724,23000,14052.382
2024-07-06 08:30:00,3011.82,3012.46,3002.15,3002.15,13243.461,19191,5699.247
2024-07-06 08:45:00,3002.15,3002.64,2996.63,3000.70,15882.250,18345,7372.926
2024-07-06 09:00:00,3000.69,3000.70,2990.14,2992.16,18473.580,20240,5982.393
2024-07-06 09:15:00,2992.16,2992.24,2986.16,2988.49,11887.690,17045,5369.913
2024-07-06 09:30:00,2988.49,2996.37,2983.73,2995.10,19035.523,22226,12360.537
2024-07-06 09:45:00,2995.10,3005.34,2988.80,3003.10,27411.782,31079,18254.816
2024-07-06 10:00:00,3003.03,3006.88,2997.07,3004.06,19431.992,29165,10820.585
2024-07-06 10:15:00,3004.06,3004.06,2999.41,3001.00,12420.821,16975,6777.089
2024-07-06 10:30:00,3001.01,3006.11,2998.36,3003.17,10280.177,16538,5266.404
2024-07-06 10:45:00,3003.17,3012.96,3002.48,3007.57,14522.526,16649,9835.028
2024-07-06 11:00:00,3007.57,3008.97,3003.66,3005.78,6377.009,14310,2705.715
2024-07-06 11:15:00,3005.77,3011.75,3003.11,3006.11,7786.317,16031,3454.807
2024-07-06 11:30:00,3006.12,3010.00,3001.88,3002.13,7742.236,15547,2940.438
2024-07-06 11:45:00,3002.12,3007.09,3001.98,3004.44,6172.466,12558,2866.182
2024-07-06 12:00:00,3004.45,3008.92,3002.30,3003.16,7261.727,15990,3575.693
2024-07-06 12:15:00,3003.16,3008.77,3000.30,3000.81,8467.691,12825,2843.813
2024-07-06 12:30:00,3000.81,3002.87,2991.72,2994.74,14573.026,15951,4992.130
2024-07-06 12:45:00,2994.73,3001.75,2988.00,3000.41,17993.931,22864,9928.860
2024-07-06 13:00:00,3000.43,3004.41,2993.83,2997.12,9752.786,18032,5218.022
2024-07-06 13:15:00,2997.12,3005.52,2994.21,3001.22,10320.834,17251,5403.840
2024-07-06 13:30:00,3001.21,3005.65,2999.52,3002.54,8519.838,18095,4598.602
2024-07-06 13:45:00,3002.54,3021.49,3002.28,3006.24,43214.467,49186,23585.448
2024-07-06 14:00:00,3006.24,3013.62,2994.19,2996.26,23364.390,32052,8781.984
2024-07-06 14:15:00,2996.27,3000.95,2994.07,3000.15,10272.974,17405,5378.789
2024-07-06 14:30:00,3000.16,3013.58,2998.30,3007.51,13859.709,21360,7949.297
2024-07-06 14:45:00,3007.51,3015.68,3004.66,3010.68,12856.123,25572,7039.891
2024-07-06 15:00:00,3010.69,3013.22,3006.04,3008.91,9765.980,19474,4278.609
2024-07-06 15:15:00,3008.91,3022.09,3007.80,3018.91,19743.029,26948,13476.896
2024-07-06 15:30:00,3018.91,3028.58,3018.88,3027.93,34120.972,41473,20175.986
2024-07-06 15:45:00,3027.94,3029.40,3014.11,3018.44,20859.708,28605,9208.924
2024-07-06 16:00:00,3018.44,3020.52,3015.00,3018.15,11243.043,18548,5061.402
